"Word","Length","Freq_HAL","Pron","I_Mean_RT","I_NMG_Mean_RT"
"adjudge","7","11","@.dZ""VdZ","784.600","759.522"
"adjudged","8","64","@.dZ""VdZd","878.273","812.500"
"adjudging","9","2","@.dZ""VdZ.IN","1,019.429","822.615"
"adjudicate","10","117","@.dZ""u.4I.ket","1,062.190","1,001.500"
"adjudication","12","219","@.dZ%u.4I.k""e.Sn=","975.562","1,005.455"
"adjunct","7","746","""a.dZVNkt","758.200","683.864"
"adjuncts","8","110","""a.dZVNkts","791.690","795.526"
"adjure","6","10","@.dZ""Ur","817.095","702.619"
"adjust","6","8,566","@.dZ""Vst","656.000","615.148"
"adjustable","10","2,555","@.dZ""Vst.@.bl=","725.273","650.966"
"adjusted","8","4,511","@.dZ""Vst.@d","687.235","598.571"
"adjusting","9","2,340","@.dZ""Vst.IN","721.333","617.731"
"adjustment","10","4,675","@.dZ""Vst.m@nt","652.414","594.920"
"adjustments","11","2,653","@.dZ""Vst.m@nts","788.226","621.571"
"adjusts","7","587","@.dZ""Vsts","748.886","691.250"
"Adlai","5","168","""adli","1,131.500","1,004.300"
"administer","10","2,314","@d.m""I.n@.st@`","832.742","649.808"
"administered","12","3,042","@d.m""I.n@.st@`d","772.188","728.481"
"administering","13","1,323","@d.m""I.n@.st@`.IN","850.846","737.148"
"administers","11","385","@d.m""I.n@.st@`z","852.545","690.741"
"administration","14","29,660","@d.m%I.n@.str""e.Sn=","954.273","682.519"
"administration's","16","918","@d.m%I.n@.str""e.Sn=z","1,056.077","760.154"
"administrative","14","9,480","@d.m""I.n@.str%e4.Iv","1,009.933","839.296"
"administratively","16","96","@d.m""I.n@.str%e4.Iv.li","1,010.448","832.560"
"administrator","13","23,369","@d.m""I.n@.str%e4.@`","883.529","680.000"
"administrators","14","7,066","@d.m""I.n@.str%e4.@`z","824.067","723.080"
"admirable","9","992","""ad.m@`.@.bl=","807.969","707.296"
"admirably","9","417","""ad.m@`.@.bli","710.065","725.087"
"admiral","7","4,919","""ad.m@`.r@l","705.938","694.125"
"admirals","8","250","""ad.m@`.r@lz","779.226","679.500"
"admiralty","9","252","""ad.m@`.r@l.ti","936.350","978.091"
"admiration","10","1,381","%ad.m@`.""e.Sn=","857.828","689.296"
"admire","6","3,160","@d.m""aIr","621.029","602.269"
"admired","7","1,365","@d.m""aIrd","699.212","613.654"
"admirer","7","417","@d.m""aIr.@`","891.613","688.000"
"admirers","8","364","@d.m""aIr.@`z","744.636","637.400"
"admires","7","250","@d.m""aIrz","594.839","668.172"
"admiring","8","622","@d.m""aIr.IN","659.226","628.167"
"admiringly","10","34","@d.m""aIr.IN.li","840.567","764.308"
"admissible","10","366","@d.m""Is.@.bl=","895.966","763.036"
"admission","9","6,004","@d.m""I.Sn=","694.706","637.037"
"admissions","10","1,744","@d.m""I.Sn=z","685.875","637.148"
"admit","5","27,202","@d.m""It","574.647","583.704"
"admits","6","2,676","@d.m""Its","636.774","579.037"
"admittance","10","329","@d.m""It.n=s","743.273","714.074"
"admitted","8","8,428","@d.m""I4.@d","774.394","589.185"
"admittedly","10","4,176","@d.m""I4.@d.li","934.231","753.400"
"admitting","9","2,277","@d.m""I4.IN","698.917","613.926"
"admixed","7","1","ad.m""Ikst","1,052.200","767.043"
"admonish","8","140","@d.m""A.nIS","780.591","724.708"
"admonished","10","255","@d.m""A.nISt","947.923","792.625"
"admonishing","11","62","@d.m""A.nIS.IN","895.200","760.667"
"admonishments","13","39","@d.m""A.nIS.m@nts","923.143","869.381"
"admonition","10","298","%ad.m@.n""I.Sn=","904.150","814.500"
"admonitions","11","93","%ad.m@.n""I.Sn=z","869.421","872.750"
"ado","3","662","@.d""u","829.235","762.583"
"adobe","5","6,956","@.d""o.bi","770.233","667.500"
"adolescence","11","788","%a.4l=.""E.sn=s","695.062","671.654"
"adolescent","10","1,523","%a.4l=.""E.sn=t","780.129","689.148"
"adolescents","11","872","%a.4l=.""E.sn=ts","703.441","732.714"
"adolescent's","12","2","%a.4l=.""E.sn=ts","774.353","683.462"
"Adolf","5","1,324","""e.dAlf","815.645","761.250"
"Adonis","6","496","@.d""o.nIs","779.412","747.688"
"adopt","5","5,702","@.d""Apt","614.412","625.741"
"adopted","7","9,446","@.d""Apt.@d","649.758","618.071"
"adopting","8","1,825","@.d""Apt.IN","630.333","630.615"
"adoption","8","8,651","@.d""Ap.Sn=","687.848","634.962"
"adopts","6","452","@.d""Apts","696.471","610.815"
"adorable","8","935","@.d""Or.@.bl=","787.061","622.481"
"adoration","9","432","%a.4@`.""e.Sn=","801.200","748.440"
"adore","5","1,059","@.d""Or","737.545","574.929"
"adored","6","356","@.d""Ord","677.688","642.630"
"adores","6","216","@.d""Orz","722.258","661.667"
"adorn","5","121","@.d""Orn","732.600","590.929"
"adorned","7","259","@.d""Ornd","729.444","622.296"
"adornment","9","241","@.d""Orn.m@nt","965.500","644.556"
"adorns","6","49","@.d""Ornz","792.037","656.679"
"adrenal","7","343","@.dr""i.nl=","867.222","865.471"
"adrenalin","9","322","@.dr""E.n@.lIn","858.960","700.885"
"Adrian","6","5,332","""e.dri@n","838.778","702.667"
"Adriatic","8","295","%e.dri.""a.4Ik","900.889","877.762"
"adrift","6","237","@.dr""Ift","835.321","658.654"
"adroit","6","43","@.dr""OIt","884.778","889.250"
"adroitness","10","3","@.dr""OIt.n@s","885.818","853.800"
"ads","3","26,673","""adz","675.400","599.571"
"adsorbed","8","91","@d.s""Orbd","728.133","820.056"
"adsorbs","7","13","@d.s""Orbz","847.600","786.643"
"adulation","9","181","%a.dZu.l""e.Sn=","942.421","872.176"
"adult","5","25,223","@.d""Vlt","546.303","541.607"
"adulterant","10","5","@.d""Vl.t@`.r@nt","955.059","816.100"
"adulterate","10","19","@.d""Vl.t@`.ret","1,083.391","787.389"
"adulterated","11","65","@.d""Vl.t@`.r%e4.@d","914.069","843.474"
"adulterer","9","89","@.d""Vl.t@`.r@`","969.720","787.792"
"adulterers","10","157","@.d""Vl.t@`.r@`z","923.704","795.682"
"adulteress","10","55","@.d""Vl.tr@s","854.654","758.038"
"adulterous","10","145","@.d""Vl.t@`.r@s","933.200","716.250"
"adultery","8","1,228","@.d""Vl.t@`.ri","586.697","619.556"
"adulthood","9","874","@.d""Vlt.h%Ud","639.697","600.143"
"adults","6","11,743","@.d""Vlts","561.531","532.889"
"advance","7","79,091","@d.v""ans","626.656","587.125"
"advanced","8","36,516","@d.v""anst","637.324","603.857"
"advancement","11","4,106","@d.v""ans.m@nt","633.771","675.103"
"advancements","12","397","@d.v""ans.m@nts","907.242","654.893"
"advances","8","4,615","@d.v""ans.@z","671.412","595.074"
"advancing","9","2,081","@d.v""ans.IN","733.031","642.385"
"advantage","9","33,506","@d.v""an.4IdZ","662.938","596.400"
"advantageous","12","1,034","%ad.v@n.t""edZ.@s","993.679","689.450"
"advantageously","14","35","%ad.v@n.t""edZ.@s.li","1,083.643","889.600"
"advantages","10","9,900","@d.v""an.4IdZ.@z","778.152","732.833"
"advent","6","1,976","""ad.vEnt","681.879","680.333"
"adventitious","12","18","%ad.vEn.t""I.S@s","954.222","862.800"
"adventure","9","12,865","@d.v""En.tS@`","631.226","629.750"
"adventurers","11","1,168","@d.v""En.tS@`.@`z","870.613","659.731"
"adventures","10","9,517","@d.v""En.tS@`z","761.152","666.444"
"adventuring","11","224","@d.v""En.tS@`.IN","824.500","788.000"
"adventurous","11","1,068","@d.v""En.tS@`.@s","916.207","664.923"
"adverb","6","149","""ad.v3`b","679.618","632.714"
"adverbial","9","88","@d.v""3`b.i@l","911.375","867.964"
"adverbs","7","184","""ad.v3`bz","761.206","643.250"
"adversaries","11","414","""ad.v@`s.%E.riz","852.533","867.400"
"adversary","9","735","""ad.v@`s.%E.ri","790.032","764.478"
"adverse","7","3,099","ad.v""3`s","642.941","625.036"
"adversely","9","903","ad.v""3`s.li","816.581","709.962"
"adversity","9","321","@d.v""3`s.@.4i","752.375","663.000"
"advert","6","902","""ad.v3`t","768.562","641.192"
"advertise","9","7,631","""ad.v@`.taIz","667.424","640.111"
"advertised","10","6,189","""ad.v@`.taIzd","723.029","671.000"
"advertisement","13","4,858","%ad.v@`.t""aIz.m@nt","798.939","686.833"
"advertisements","14","3,924","%ad.v@`.t""aIz.m@nts","839.677","716.269"
"advertiser","10","1,149","""ad.v@`.t%aIz.@`","931.839","731.692"
"advertisers","11","2,489","""ad.v@`.t%aIz.@`z","872.636","781.000"
"advertises","10","839","""ad.v@`.t%aIz.@z","936.156","742.652"
"advertising","11","21,735","""ad.v@`.t%aIz.IN","850.212","676.185"
"advice","6","44,488","@d.v""aIs","599.588","547.040"
"advisability","12","59","@d.v%aIz.@.b""Il.@.4i","1,059.643","952.238"
"advisable","9","1,201","@d.v""aIz.@.bl=","850.200","687.667"
"advise","6","9,061","@d.v""aIz","726.862","612.786"
"advised","7","5,552","@d.v""aIzd","685.743","622.857"
"advisedly","9","30","@d.v""aIz.@d.li","838.414","714.833"
"advisement","10","79","@d.v""aIz.m@nt","832.741","735.852"
"adviser","7","1,024","@d.v""aIz.@`","666.200","547.250"
"advisers","8","406","@d.v""aIz.@`z","750.182","600.375"
"advises","7","858","@d.v""aIz.@z","760.233","629.036"
"advising","8","994","@d.v""aIz.IN","632.242","680.357"
"advisor","7","4,536","@d.v""aIz.@`","635.647","592.556"
"advisors","8","1,334","@d.v""aIz.@`z","667.273","665.923"
"advisory","8","4,271","@d.v""aIz.@`.ri","647.259","679.538"
"advocacy","8","3,825","""ad.v@.k@.si","708.862","693.846"
"advocate","8","7,267","""ad.v@.ket","621.812","644.148"
"advocated","9","1,584","""ad.v@.k%e4.@d","724.467","698.481"
"advocates","9","5,650","""ad.v@.kets","641.091","610.000"
"advocating","10","3,091","""ad.v@.k%e4.IN","785.229","672.690"
"Aegean","6","1,582","I.dZ""i@n","1,022.235","961.769"
"aerate","6","132","""E.ret","954.714","974.750"
"aerated","7","65","""E.re4.@d","1,144.167","895.875"
"aerates","7","20","""E.rets","910.000","886.333"
"aeration","8","204","E.r""e.Sn=","1,068.222","1,010.316"
"aerator","7","58","""E.re4.@`","913.909","924.812"
"aerial","6","2,841","""E.ri@l","828.333","663.320"
"aerials","7","63","""E.ri@lz","799.826","674.308"
"aerobatic","9","185","%E.r@.b""a.4Ik","817.160","843.895"
"aerobic","7","1,375","E.r""ob.Ik","721.061","753.200"
"aerodynamic","11","503","%E.ro.daI.n""a.mIk","1,020.769","902.231"
"aeronaut","8","1","""E.r@.n%Ot","1,022.158","824.381"
"aeronautical","12","557","%E.r@.n""O4.Ik.l=","948.217","880.792"
"aeronautics","11","712","%E.r@.n""O4.Iks","984.692","970.000"
"aeroplane","9","218","""E.r@.pl%en","842.478","801.321"
"aerosol","7","421","""E.r@.sAl","812.970","714.704"
"aerosolized","11","36","""E.r@.sAl.aIzd","1,195.308","920.111"
"aerosols","8","274","""E.r@.sAlz","783.731","811.000"
"aerospace","9","3,557","""E.ro.sp%es","883.600","732.741"
"Aeschylus","9","80","""i.skI.l@s","1,319.444","1,165.000"
"aesthetic","9","1,575","Es.T""E.4Ik","898.812","852.769"
"aesthetics","10","954","Es.T""E.4Iks","803.414","1,016.542"
"afar","4","446","@.f""Ar","755.963","604.037"
"affable","7","81","""a.f@.bl=","779.111","742.227"
"affair","6","5,294","@.f""Er","636.606","580.840"
"affairs","7","12,423","@.f""Erz","668.727","628.154"
"affect","6","18,690","@.f""Ekt","663.258","694.667"
"affectation","11","102","%a.fEkt.""e.Sn=","890.304","815.714"
"affected","8","12,344","@.f""Ekt.@d","748.387","602.679"
"affecting","9","3,851","@.f""Ekt.IN","747.357","629.111"
"affectingly","11","0","@.f""Ekt.IN.li","927.654","831.652"
"affection","9","1,910","@.f""Ek.Sn=","695.900","591.000"
"affectionate","12","1,171","@.f""Ek.Sn=.@t","926.033","687.778"
"affectionately","14","258","@.f""Ek.Sn=.@t.li","971.485","748.963"
"affections","10","321","@.f""Ek.Sn=z","790.219","669.714"
"affects","7","6,036","@.f""Ekts","656.667","604.538"
"afferent","8","77","""a.f@`.r@nt","1,104.615","895.389"
"affianced","9","17","@.f""aI@nst","884.250","1,009.200"
"affidavit","9","743","%a.f@.d""e.v@t","925.938","866.130"
"affidavits","10","366","%a.f@.d""e.v@ts","953.083","814.609"
"affiliate","9","2,464","@.f""I.li.et","813.344","720.250"
"affiliated","10","4,536","@.f""I.li.%e4.@d","794.806","667.630"
"affiliates","10","1,793","@.f""I.li.ets","870.300","722.400"
"affiliation","11","3,018","@.f%I.li.""e.Sn=","855.355","734.320"
"affiliations","12","1,047","@.f%I.li.""e.Sn=z","753.500","709.500"
"affinities","10","90","@.f""I.n@.4iz","814.278","894.000"
"affinity","8","1,254","@.f""I.n@.4i","799.889","757.476"
"affirm","6","671","@.f""3`m","687.812","618.643"
"affirmation","11","868","%a.f@`m.""e.Sn=","759.406","700.696"
"affirmations","12","456","%a.f@`m.""e.Sn=z","767.903","733.958"
"affirmative","11","6,289","@.f""3`m.@.4Iv","769.688","733.154"
"affirmatively","13","120","@.f""3`m.@.4Iv.li","897.719","813.545"
"affirmed","8","880","@.f""3`md","759.129","738.036"
"affirming","9","339","@.f""3`m.IN","743.516","622.407"
"affirms","7","338","@.f""3`mz","773.727","685.913"
"affix","5","179","""a.fIks","781.103","635.083"
"affixed","7","281","@.f""Ikst","687.344","647.556"
"afflict","7","120","@.fl""Ikt","693.545","652.185"
"afflicted","9","731","@.fl""Ikt.@d","781.241","675.846"
"affliction","10","392","@.fl""Ik.Sn=","731.625","701.857"
"afflictions","11","151","@.fl""Ik.Sn=z","817.966","756.692"
"affluence","9","188","""a.flu@ns","747.654","733.125"
"affluent","8","648","""a.flu@nt","747.935","745.423"
"afford","6","18,642","@.f""Ord","694.576","604.760"
"afforded","8","840","@.f""Or4.@d","797.857","677.556"
"affording","9","141","@.f""Or4.IN","781.455","652.138"
"affords","7","395","@.f""Ordz","704.643","665.704"
"affricate","9","5","""a.fr@.k@t","815.667","918.400"
"affront","7","340","@.fr""Vnt","756.444","772.208"
"affronted","9","37","@.fr""Vn4.@d","853.353","684.593"
"affronting","10","4","@.fr""Vn4.IN","890.684","727.643"
"Afghan","6","1,397","""af.gan","813.185","677.481"
"Afghanistan","11","1,771","af.g""a.n@.stan","967.893","687.714"
"Afghans","7","274","""af.ganz","1,036.304","697.259"
"aficionado","10","153","@.f%I.Si@.n""A.4o","776.167","895.077"
"afield","6","296","@.f""ild","1,011.231","769.182"
"afire","5","163","@.f""aIr","819.333","712.583"
"aflame","6","81","@.fl""em","923.217","678.920"
"afloat","6","415","@.fl""ot","883.920","618.680"
"afoot","5","435","@.f""Ut","786.304","605.556"
"aforementioned","14","2,971","@.f""Or.m%En.Sn=d","1,128.688","981.353"
"aforesaid","9","181","@.f""Or.s%Ed","964.375","881.810"
"aforethought","12","62","@.f""Or.T%Ot","1,106.188","1,037.118"
"afoul","5","208","@.f""aUl","863.333","661.957"
"afraid","6","23,303","@.fr""ed","599.594","653.759"
"Africa","6","17,142","""a.fr@.k@","683.909","555.000"
"African","7","11,473","""a.fr@.k@n","635.156","628.519"
"Africans","8","1,565","""a.fr@.k@nz","715.636","678.593"
"afro","4","293","""a.fro","825.786","587.893"
"aft","3","934","""aft","717.100","630.609"
"after","5","414,103","""af.t@`","658.057","568.037"
"afterbirth","10","57","""af.t@`.b%3`T","806.394","632.143"
"aftercare","9","111","""af.t@`.k%Er","1,027.484","718.929"
"aftereffect","11","36","""af.t@`.I.f%Ekt","1,446.600","925.708"
"afterglow","9","180","""af.t@`.gl%o","774.133","708.360"
"afterlife","9","729","""af.t@`.l%aIf","784.909","649.679"
"aftermath","9","1,044","""af.t@`.m%aT","664.667","621.964"
"afternoon","9","10,525","%af.t@`.n""un","658.034","606.214"
"afternoons","10","820","%af.t@`.n""unz","742.853","626.276"
"afternoon's","11","85","%af.t@`.n""unz","762.727","614.385"
"aftershave","10","47","""af.t@`.S%ev","766.375","703.741"
"aftertaste","10","144","""af.t@`.t%est","921.655","762.077"
"afterthought","12","413","""af.t@`.T%Ot","716.531","663.074"
"afterward","9","1,813","""af.t@`.w@`d","755.647","600.857"
"afterwards","10","7,471","""af.t@`.w@`dz","699.968","628.000"
"again","5","249,680","@.g""En","577.235","606.423"
"against","7","172,615","@.g""Enst","634.152","664.269"
"Agamemnon","9","170","%a.g@.m""Em.nAn","1,044.944","898.600"
"Agamemnon's","11","16","%ag@m""Emn%Anz","1,079.786","1,163.667"
"agape","5","244","@.g""ep","861.294","762.136"
"agar","4","804","""AgAr","820.333","699.765"
"Agatha","6","230","""a.g@.T@","908.105","776.550"
"age","3","66,835","""edZ","530.912","591.429"
"aged","4","3,437","""edZ.@d","644.455","638.038"
"ageless","7","177","""edZ.l@s","688.062","697.556"
"agencies","8","13,501","""e.dZ@ns.iz","659.594","648.417"
"agency","6","22,870","""e.dZ@n.si","641.968","626.889"
"agenda","6","9,832","@.dZ""En.4@","739.030","602.500"
"agent","5","22,078","""e.dZ@nt","626.667","574.630"
"agents","6","14,778","""e.dZ@nts","631.706","655.250"
"agent's","7","890","""e.dZ@nts","646.097","619.231"
"ages","4","17,369","""edZ.@z","679.600","591.138"
"Aggie","5","520","""a.gi","801.750","717.792"
"Aggies","6","302","""a.giz","819.250","839.000"
"agglomerate","11","12","@.gl""A.m@`.r@t","1,076.667","921.833"
"agglomeration","13","62","@.gl%A.m@`.r""e.Sn=","891.222","941.643"
"agglutinating","13","25","@.gl""u.4@.n%e4.IN","1,207.000","954.000"
"agglutination","13","5","@.gl%u.4@.n""e.Sn=","1,273.000","1,184.000"
"aggrandize","10","27","@.gr""an.daIz","1,023.429","963.923"
"aggravate","9","321","""a.gr@.vet","821.080","771.929"
"aggravated","10","793","""a.gr@.v%e4.@d","751.600","696.577"
"aggravates","10","52","""a.gr@.vets","925.875","711.783"
"aggravation","11","353","%a.gr@.v""e.Sn=","839.897","772.583"
"aggregate","9","1,265","""a.gr@.g@t","790.185","699.500"
"aggregation","11","316","%a.gr@.g""e.Sn=","851.800","825.348"
"aggregations","12","77","%a.gr@.g""e.Sn=z","915.500","898.750"
"aggression","10","3,010","@.gr""E.Sn=","711.000","676.815"
"aggressions","11","92","@.gr""E.Sn=z","821.909","645.815"
"aggressive","10","6,889","@.gr""Es.Iv","675.206","617.963"
"aggressively","12","1,289","@.gr""Es.Iv.li","674.594","701.074"
"aggressiveness","14","371","@.gr""Es.Iv.n@s","812.750","698.346"
"aggressor","9","634","@.gr""Es.@`","732.839","645.704"
"aggrieve","8","0","@.gr""iv","837.455","763.682"
"aggrieved","9","158","@.gr""ivd","926.650","797.000"
"aghast","6","216","@.g""ast","693.593","662.708"
"agile","5","631","""a.dZ@l","661.967","709.800"
"agilely","7","5","""a.dZ@l.li","1,091.714","961.000"
"agility","7","1,228","@.dZ""Il.@.4i","765.038","746.200"
"aging","5","2,956","""edZ.IN","668.121","630.704"
"agitate","7","181","""a.dZ@.tet","746.067","696.250"
"agitated","8","523","""a.dZ@.t%e4.@d","852.484","704.407"
"agitating","9","122","""a.dZ@.t%e4.IN","809.630","671.375"
"agitation","9","806","%a.dZ@.t""e.Sn=","934.500","683.080"
"agitator","8","214","""a.dZ@.t%e4.@`","838.958","760.160"
"agitators","9","78","""a.dZ@.t%e4.@`z","988.048","828.808"
"agleam","6","0","@.gl""im","1,375.000","891.333"
"aglow","5","54","@.gl""o","709.000","691.607"
"Agnes","5","629","""ag.nIs","827.704","733.318"
"agnostic","8","1,021","ag.n""A.stIk","800.786","732.333"
"agnostics","9","257","ag.n""A.stIks","970.250","711.864"
"ago","3","116,095","@.g""o","697.800","652.654"
"agonies","7","113","""a.g@.niz","824.103","789.120"
"agonize","7","78","""a.g@.naIz","756.903","726.077"
"agonized","8","144","""a.g@.naIzd","792.571","703.615"
"agonizes","8","26","""a.g@.n%aIz.@z","857.667","784.346"
"agonizing","9","463","""a.g@.n%aIz.IN","720.781","720.923"
"agony","5","2,245","""a.g@.ni","657.879","633.259"
"agoraphobia","11","29","%a.g@`.r@.f""o.bi@","1,114.476","1,004.000"
"agrarian","8","397","@.gr""E.ri@n","1,054.786","852.048"
"agree","5","103,383","@.gr""i","589.844","612.519"
"agreeable","9","656","@.gr""i@.bl=","767.118","652.444"
"agreeableness","13","4","@.gr""i@.bl=.n@s","989.040","751.727"
"agreeably","9","52","@.gr""i@.bli","819.314","678.000"
"agreed","6","21,890","@.gr""id","664.030","617.692"
"agreeing","8","2,270","@.gr""i.IN","665.250","663.222"
"agreement","9","23,528","@.gr""i.m@nt","668.300","620.462"
"agreements","10","4,919","@.gr""i.m@nts","773.121","657.643"
